subID_noempty_EMA,group,hyper,beta_self,k_self,eps_self,BIC_self,pseudoR2_self,beta_other,k_other,eps_other,BIC_other,psedoR2_other,exclude_extreme_kappa,betaO_1eps,betaS_1eps,ko_1eps,ks_1eps,hyper_1eps,eps_1eps,OUS_IB,OUS_IH,sd,manipulation,callous,life_style,Gender,Country,GrewUp,YearBorn,age,Student,Race,Education,Politics,PolConvict,Religious,Income,MoneyGround,SES,MonthsEA,InvolvedEA,LearnEA,EmployedEA,HigherJob,EAArea,EAOften,EA_talk,EA_Persuade,EA_ID_1,EA_Fulfil_1,EA_SocialB_1,EA_identity,EA_Familiarity,EA_Agreement,EA_Future,EA_familiarity,OUS_1,OUS_2,OUS_3,OUS_4,OUS_5,OUS_6,OUS_7,OUS_8,OUS_9,OUS_IB.1,OUS_IH.1,OUS_overall,sd.1,manipulation.1,callous.1,life_style.1,QCAE_QCAE_1,QCAE_QCAE_2,QCAE_QCAE_3,QCAE_QCAE_4,QCAE_QCAE_5,QCAE_QCAE_6,QCAE_QCAE_7,QCAE_QCAE_8,QCAE_QCAE_9,QCAE_QCAE_10,QCAE_QCAE_11,QCAE_QCAE_12,QCAE_QCAE_13,QCAE_QCAE_14,QCAE_QCAE_15,QCAE_QCAE_16,QCAE_QCAE_17,QCAE_QCAE_18,QCAE_QCAE_19,QCAE_QCAE_20,QCAE_QCAE_21,QCAE_QCAE_22,QCAE_QCAE_23,QCAE_QCAE_24,QCAE_QCAE_25,QCAE_QCAE_26,QCAE_QCAE_27,QCAE_QCAE_28,QCAE_QCAE_29,QCAE_QCAE_30,QCAE_QCAE_31,TrolleyWrong_1,SoldierWrong_1,CruiseWrong_1,TSC_1,TSC_2,TSC_3,TSC_4,TSC_5,TSC_6,TSC_7,TSC_8,TSC_9,TSC_10,TSC_11,TSC_12,TSC_13,restrain,impulsive,unidimension,MConvict1,MConvict2,MConvict3,MConvict4,MConvict5,moral_importance,moral_self,RIP,participant_ID,group.1,neutral,do_moral,target_moral,witness_moral,learn_moral,do_immoral,target_immoral,witness_immoral,learn_immoral
WEB02NU,EA,-1.0330559109261728e-06,100.0,0.723742616281471,0.0,7.11420908194377,0.999927598164606,100.0,0.72374158322556,0.0,7.11420908554037,0.99996379904524,0,99.98773413,99.98736137,0.723728749,0.723733308,-4.55937e-06,2.28571e-08,4.4,5.0,3.2,5.285714285714286,3.25,3.142857142857143,2,185,1,80,19,1.0,1,3,4,5,1,2,1,2,5.0,1.0,6.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,4.0,5.0,3.333333333,4.0,3.0,3.0,3.333333333,5,5,2,5,5,5,5,5,5,4.4,5.0,4.666666667,3.2,5.285714286,3.25,3.142857143,2,2,4,3,3,3,2,3,3,3,1,1,2,3,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,1,2,2.0,3,2,2,5,5,5,5,4,5,3,4,5,1,4.0,4.75,3.769230769,2,2,3,3,3,2.333333333,3.0,MLRP_cv9iDLtYPWYkI9T,WEB02NU,EA,10,1,1,2,0,0,0,3,0
WIN20LS,EA,0.17902850527679803,6.03346884775601,0.501917947053027,0.0,10.2308537334173,0.935693772694692,8.87586375782117,0.680946452329825,0.0613314793955492,25.0779061112832,0.814848537509019,0,2.568425426,6.11596044,0.713128608,0.501972941,0.211155667,0.016960429,5.6,5.5,4.8,2.7142857142857144,2.25,2.857142857142857,1,62,2,75,24,1.0,1,5,2,5,1,2,4,3,56.0,1.0,7.0,2.0,2.0,1.0,5.0,3.0,1.0,6.0,4.0,6.0,5.333333333,5.0,4.0,4.0,4.333333333,5,5,6,6,6,6,4,7,5,5.6,5.5,5.555555556,4.8,2.714285714,2.25,2.857142857,2,2,3,4,4,4,3,2,4,4,2,3,3,3,4,3,2,3,3,4,3,4,3,3,2,3,3,3,3,4,4,1,2,4.0,5,3,6,6,3,5,3,5,5,3,6,2,5,5.0,4.0,3.615384615,2,2,2,3,2,2.0,2.5,MLRP_8uX6on3js4f6fbf,WIN20LS,EA,31,1,0,1,0,0,1,2,0
YOS12CK,EA,-0.2587897447170201,100.0,0.789362049161153,0.142807147735665,35.8188391201754,0.408327206640191,84.2012558025058,0.530572304444133,0.199950003107283,42.1388663176311,0.639035946919718,0,78.92028012,85.70438275,0.530192689,0.789398094,-0.259205404,0.171378576,7.0,6.5,5.1,3.142857142857143,2.6875,1.2857142857142858,3,185,1,74,25,1.0,1,5,2,6,1,6,6,1,18.0,1.0,8.0,1.0,1.0,1.0,2.0,3.0,150.0,7.0,6.0,5.0,6.0,5.0,5.0,4.0,4.666666667,7,7,7,7,7,7,6,6,7,7.0,6.5,6.777777778,5.1,3.142857143,2.6875,1.285714286,3,4,4,3,2,2,1,1,2,1,1,1,2,1,3,2,4,2,2,3,3,2,4,3,3,3,2,3,4,4,1,1,1,5.0,5,1,3,1,5,6,6,3,2,2,6,5,3,4.25,4.5,3.076923077,1,1,1,1,1,1.0,1.0,MLRP_erF4lFT9cwz8iRD,YOS12CK,EA,2,34,0,0,0,2,0,2,0
ZWOP888,EA,-0.0008174916423430156,100.0,0.871489982556692,0.371378576406754,53.2905095693961,0.0482373164525192,100.0,0.870672490914349,0.39995004976297,54.2215131828567,0.514524698967764,0,84.12328071,84.43892383,0.870419617,0.87061252,-0.000192904,0.385668702,4.0,5.0,4.3,4.571428571428571,4.0625,4.714285714285714,1,185,1,65,34,2.0,1,4,6,3,5,7,7,7,12.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,20.0,5.0,6.0,4.0,5.0,4.0,2.0,3.0,3.0,6,4,3,3,4,4,6,5,5,4.0,5.0,4.444444444,4.3,4.571428571,4.0625,4.714285714,1,3,3,2,4,3,2,3,4,4,3,2,2,4,1,3,4,3,2,2,4,3,4,3,2,2,2,4,4,3,2,4,5,6.0,6,3,6,4,7,5,5,4,3,6,6,5,6,4.5,5.25,4.307692308,4,2,4,5,3,3.333333333,4.0,MLRP_db9bRG86Ptl23Gt,ZWOP888,EA,2,0,0,0,0,0,1,0,0
10705ED,nonEA,-0.014867058830697055,2.90787164634494,0.324270424946732,0.0,17.9370026781352,0.776870588881889,1.52155630898955,0.309403366116035,0.0,22.9746700493171,0.836522310626285,0,1.521632612,2.909485815,0.30937031,0.324250438,-0.014880128,3.63705e-12,4.6,3.25,3.8,3.857142857142857,1.625,1.0,2,185,1,80,19,,4,3,2,5,3,1,1,6,,,,,,,,,,,,,,,,,,5,5,5,3,5,5,2,3,3,4.6,3.25,4.0,3.8,3.857142857,1.625,1.0,3,2,3,4,4,3,3,3,4,4,3,4,4,4,4,3,2,3,3,3,4,3,4,3,3,2,2,2,1,3,3,3,6,6.0,5,1,5,2,6,6,5,2,3,3,6,3,2,4.25,4.5,3.307692308,5,5,5,5,5,5.0,5.0,MLRP_0PVpfTyDZIp8eZD,10704ED,nonEA,1,0,0,0,0,0,0,0,0
20903IN,nonEA,0.016257281822202985,18.1563556996011,0.185511389312839,0.0,11.093439818691,0.917915934586633,14.8419344191759,0.201768671135042,0.0,12.0194878232328,0.949415075409191,0,14.83588517,18.15796935,0.201754108,0.185500883,0.016253225,6.4167e-09,2.0,2.75,5.3,3.2857142857142856,3.9375,3.2857142857142856,1,185,1,78,21,1.0,1,3,5,4,2,1,2,4,,,,,,,,,,,,,,,,,,3,2,1,2,2,3,1,4,3,2.0,2.75,2.333333333,5.3,3.285714286,3.9375,3.285714286,1,3,4,3,4,3,1,2,3,2,2,1,2,2,3,4,2,4,3,4,3,4,2,3,3,3,3,4,3,2,2,2,3,2.0,2,1,6,2,6,3,5,7,2,2,6,3,3,4.75,4.25,3.384615385,2,3,1,2,2,2.0,2.0,MLRP_2fsfJPEuNufbEZT,20903IN,nonEA,1,0,0,1,0,0,0,0,0
35T28GA,nonEA,0.156374603732658,2.48536078108282,0.497025227256513,0.0,15.5896260165718,0.825249855578117,1.80476753070917,0.653399830989171,0.0449162965775051,28.8757610807804,0.775711776576811,0,1.765130648,99.99918513,0.652550299,0.445000302,0.207549997,0.034914377,6.2,6.0,,,,,1,185,1,79,20,1.0,1,3,2,5,7,1,2,2,,,,,,,,,,,,,,,,,,7,5,6,6,7,5,6,6,7,6.2,6.0,6.111111111,,,,,1,1,4,4,3,3,4,2,3,4,4,4,3,2,3,3,2,3,3,2,3,2,3,2,3,1,3,4,2,4,4,1,1,6.0,2,2,6,2,5,6,6,3,5,2,6,5,5,3.25,5.25,4.076923077,5,4,5,5,5,4.666666667,5.0,MLRP_71BuErxXpUcwjsx,35T28GA,nonEA,14,9,0,2,0,1,1,5,4
62n26TH,nonEA,0.255952435551591,100.0,0.685135482994166,0.171378576077668,39.1807892773966,0.339037652075349,2.99937849373577,0.941087918545757,0.0,11.3567584945439,0.956244477665985,0,3.002552981,0.436397206,0.941047075,0.515600813,0.425446262,2.41843e-11,3.0,4.0,4.6,3.2857142857142856,1.875,3.0,2,185,1,80,19,1.0,1,3,4,6,4,9,1,1,,,,,,,,,,,,,,,,,,3,4,2,2,4,5,1,5,5,3.0,4.0,3.444444444,4.6,3.285714286,1.875,3.0,2,1,4,3,3,3,1,4,4,4,4,3,4,4,3,3,3,2,2,2,2,3,3,4,2,2,2,4,1,3,3,4,4,6.0,5,2,2,6,3,6,4,3,5,2,7,5,2,4.5,5.0,3.230769231,4,3,3,4,4,3.333333333,4.0,MLRP_b2erS8JBk1uAN3n,62n26th,nonEA,7,4,6,2,1,1,2,1,3
63r07ch,nonEA,-0.2961934216131,100.0,0.662411031361106,0.0571396401429591,22.4441840899509,0.683977899293127,0.612894097068196,0.366217609748006,0.0,34.9170610921381,0.713456393956038,0,0.942537837,91.86439804,0.371284458,0.662344955,-0.291060497,0.051953225,2.2,5.0,4.0,4.0,2.4375,2.4285714285714284,1,185,1,60,39,2.0,1,5,3,5,1,10,5,5,,,,,,,,,,,,,,,,,,2,2,3,2,2,3,5,6,6,2.2,5.0,3.444444444,4.0,4.0,2.4375,2.428571429,1,2,3,3,3,4,4,4,2,3,3,3,3,3,3,3,1,3,4,4,4,2,3,3,3,3,3,3,4,3,3,2,2,5.0,5,3,5,5,2,6,5,2,5,5,6,5,5,3.75,4.5,4.076923077,2,2,2,2,3,2.0,2.5,MLRP_2mMKNmH5P9QjEON,63r79ch,nonEA,2,1,2,0,4,0,0,0,1
77t02vo,nonEA,-0.9319713345697135,22.6009104201009,0.999809877385721,0.371378595499968,53.2905095601711,0.0482373166426451,100.0,0.0678385428160075,0.0856964739052775,27.6022706675843,0.788835050174937,0,99.92158335,0.117015518,0.067796068,0.989412652,-0.921616583,0.082819184,4.0,3.25,5.0,4.0,3.0,3.7142857142857144,2,185,1,79,20,1.0,4,2,1,4,4,1,10,8,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,1,4,4.0,3.25,3.666666667,5.0,4.0,3.0,3.714285714,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,,4,5,3,2,4,4,4,4,4,4,4,4,4,3.75,4.0,3.846153846,4,3,3,3,3,3.333333333,3.0,MLRP_5Au2NnmJ1JMSPLn,77t02vo,nonEA,0,0,0,0,1,0,0,0,0
ALL21AL,nonEA,0.007091155587027997,0.646489161549189,0.697576895828528,0.0,35.1399328123668,0.422319417547385,100.0,0.704668051415556,0.114235721216451,31.9875002023812,0.743645415153427,0,58.1129661,6.171812449,0.704620171,0.669267941,0.035352231,0.122340851,3.0,3.75,2.8,3.857142857142857,2.125,3.7142857142857144,2,185,1,78,21,1.0,1,3,1,5,2,10,6,1,,,,,,,,,,,,,,,,,,5,2,2,2,4,4,2,5,4,3.0,3.75,3.333333333,2.8,3.857142857,2.125,3.714285714,3,1,2,3,3,2,4,4,4,4,4,3,3,4,2,2,3,3,3,4,3,1,2,2,2,3,2,1,1,3,4,3,5,3.0,6,6,5,7,3,7,1,1,6,5,6,5,4,4.0,5.0,4.153846154,3,2,2,2,2,2.333333333,2.0,MLRP_1NfwU66GJiOM1Fz,ALL21AL,nonEA,4,0,1,0,0,1,0,1,0
ALU07TH,nonEA,-0.27900254083380305,5.50879828252944,0.526447874349375,0.0950014802544224,30.8770773261263,0.510176567119177,87.6742013805675,0.247445333515572,0.0856675519520048,27.586289997469,0.788999730414404,0,66.5962383,5.429748916,0.247325538,0.526373323,-0.279047785,0.090017576,3.2,5.5,5.1,3.142857142857143,3.125,2.4285714285714284,1,185,1,69,30,2.0,1,4,2,5,1,5,3,8,,,,,,,,,,,,,,,,,,4,3,3,3,3,5,5,6,6,3.2,5.5,4.222222222,5.1,3.142857143,3.125,2.428571429,2,2,3,4,3,3,2,2,2,2,3,2,2,2,3,3,2,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,5.0,5,4,2,5,3,4,3,3,4,5,5,4,3,4.25,4.0,3.692307692,4,3,3,4,5,3.333333333,4.5,MLRP_e3EnMBNOMzmmjtj,ALU07TH,nonEA,21,3,2,1,4,2,0,2,7
AND10WN,nonEA,0.04170775276351599,7.26098816967147,0.102072236310774,0.0329675684596744,21.3912125302027,0.705679568542352,100.0,0.14377998907429,0.0285643782613616,16.2047192080889,0.906286414238443,0,99.99999963,7.241066756,0.14374238,0.102093306,0.041649074,0.030589406,2.6,3.25,3.6,6.0,3.75,4.857142857142857,1,185,1,79,20,1.0,1,3,9,5,4,4,3,3,,,,,,,,,,,,,,,,,,1,2,6,3,1,3,6,2,2,2.6,3.25,2.888888889,3.6,6.0,3.75,4.857142857,2,2,3,3,2,2,3,1,4,3,3,2,3,2,4,3,2,2,3,3,3,4,4,3,2,2,2,2,3,2,4,1,3,5.0,5,4,6,6,2,1,5,4,6,3,7,5,4,4.0,5.0,4.307692308,2,2,5,4,5,3.0,4.5,MLRP_1MTQHmVmdOwrUb3,AND10WN,nonEA,14,3,1,2,3,2,3,1,0
BEC05ON,nonEA,-0.280640888543799,4.84839999679535,0.280640888543799,0.033512549069273,21.0262589879358,0.713201235193543,100.0,0.0,0.0,7.11069612710115,0.99999999995752,0,92.68050259,1.353962337,0.002520101,0.318834646,-0.316314546,2.47565e-10,4.2,6.0,1.5,4.857142857142857,3.0625,2.142857142857143,1,185,1,63,36,2.0,1,4,1,5,1,5,1,8,,,,,,,,,,,,,,,,,,3,3,6,2,7,6,6,7,5,4.2,6.0,5.0,1.5,4.857142857,3.0625,2.142857143,3,2,2,3,2,2,3,4,3,3,2,1,2,4,4,4,1,2,1,4,3,4,3,4,3,3,3,4,2,2,2,3,4,5.0,2,6,2,2,6,5,6,5,3,5,2,2,1,2.75,3.25,3.923076923,4,2,2,3,3,2.666666667,3.0,MLRP_3mvFu6IfDMpeWH3,BEC05ON,nonEA,40,0,0,2,0,0,0,0,0
BEN20FF,nonEA,0.645561704082174,100.0,0.354438295917826,0.057092871092784,22.4429745872512,0.68400282705808,18.5019905899585,1.0,0.0285416029905223,16.1925459295544,0.906411859442536,0,77.07773013,82.01719538,0.947207214,0.354346859,0.592860355,0.042807261,5.0,2.75,3.6,1.8571428571428572,2.3125,3.0,2,185,1,77,22,2.0,1,4,1,7,1,2,6,3,,,,,,,,,,,,,,,,,,4,6,3,5,7,3,2,3,3,5.0,2.75,4.0,3.6,1.857142857,2.3125,3.0,1,3,2,3,2,2,3,2,2,3,3,3,3,4,3,3,2,3,3,3,3,3,4,3,3,3,2,2,2,2,3,4,4,6.0,6,5,5,5,2,3,5,3,2,2,6,3,3,3.75,3.25,3.538461538,5,5,4,5,5,4.666666667,5.0,MLRP_ehNMPdxFBeVOkqp,BEN20FF,nonEA,31,1,0,0,0,0,0,1,0
BEN29ER,nonEA,0.10230373584629393,100.0,0.735640683692908,0.0,7.11072295355523,0.999999447023721,1.37024268043037,0.837944419539202,0.0,20.2385099682148,0.864718343341176,0,1.370260155,99.99999269,0.837943517,0.735591536,0.102351981,1.9214e-13,3.8,4.25,3.4,3.4285714285714284,1.3125,3.7142857142857144,2,185,1,78,21,1.0,1,3,1,7,1,8,4,7,,,,,,,,,,,,,,,,,,2,5,3,5,4,5,3,4,5,3.8,4.25,4.0,3.4,3.428571429,1.3125,3.714285714,1,1,4,3,3,3,4,4,3,3,4,3,4,4,4,4,1,4,4,4,4,4,4,3,4,4,4,4,1,4,4,3,3,6.0,5,3,2,5,5,4,5,6,1,5,7,2,2,4.75,3.75,3.076923077,4,4,4,4,4,4.0,4.0,MLRP_2gfml1wX8wfqQKx,BEN29ER,nonEA,29,1,0,0,0,1,0,0,0
BIT28BE,nonEA,0.7212943283653159,1.54737394788342,0.278705671634684,0.0,22.2468132557446,0.68804569820349,24.3395323355322,1.0,0.0,7.11069612314013,0.999999999998338,0,52.21281278,1.546870353,0.985299104,0.278654604,0.7066445,5.58697e-13,5.2,2.75,4.1,2.5714285714285716,2.9375,2.4285714285714284,2,185,1,74,25,2.0,1,4,1,6,1,7,6,2,,,,,,,,,,,,,,,,,,7,4,7,6,2,2,2,3,4,5.2,2.75,4.111111111,4.1,2.571428571,2.9375,2.428571429,3,3,3,3,3,3,1,4,2,2,2,3,2,3,3,2,3,2,2,2,2,3,2,3,3,2,2,3,3,3,3,2,3,6.0,3,4,2,5,3,3,5,4,2,5,4,2,3,3.5,2.75,3.769230769,5,4,4,4,5,4.333333333,4.5,MLRP_40i2svUnn9uLjZr,BIT28BE,nonEA,21,2,4,2,0,1,0,4,6
BRO08WE,nonEA,0.293654927304589,100.0,0.706345072695411,0.0285399124379728,16.1925471469363,0.812823693794916,18.9785187032603,1.0,0.028559700726311,16.1925449490545,0.906411869546553,0,37.09560045,86.50687079,0.960316091,0.704744554,0.255571537,0.028521544,5.2,2.5,3.6,3.7142857142857144,2.0,3.5714285714285716,2,185,1,80,19,1.0,1,3,1,7,1,10,3,3,,,,,,,,,,,,,,,,,,6,6,6,2,6,3,2,2,3,5.2,2.5,4.0,3.6,3.714285714,2.0,3.571428571,2,2,3,4,2,3,2,3,2,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,1,3,4,2,2,6.0,6,2,5,5,3,6,3,1,5,2,7,5,1,4.5,5.0,3.307692308,5,5,5,5,5,5.0,5.0,MLRP_8wCUZTxInStHcJD,BRO08WE,nonEA,12,2,0,0,0,1,0,0,0
BRO29HA,nonEA,0.0,24.679399282199,1.0,0.0,7.11069612313193,0.999999999996845,53.9354362463192,1.0,0.0,7.11069612297884,1.0,0,36.2457249,65.53537238,0.987705806,0.961063174,0.026642632,9.1424e-14,5.6,3.5,4.9,3.4285714285714284,1.8125,1.7142857142857142,2,185,1,77,22,1.0,1,4,1,5,2,5,6,4,,,,,,,,,,,,,,,,,,5,6,6,6,5,5,1,4,4,5.6,3.5,4.666666667,4.9,3.428571429,1.8125,1.714285714,1,1,4,4,4,4,4,2,3,4,3,4,2,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,5,5.0,3,1,1,5,3,3,6,5,1,1,7,5,1,4.25,4.0,2.923076923,5,5,5,5,5,5.0,5.0,MLRP_5iKsw21fKwpptPv,BRO29HA,nonEA,30,1,0,0,0,2,0,3,0
CAR03ES,nonEA,0.23395382370031204,1.33958720995823,0.766046176299688,0.0,21.852359188665,0.696175368581122,24.8236136859992,1.0,0.0,7.11069612311137,0.999999999998634,0,77.65300538,1.339546043,0.994380792,0.766043871,0.228336921,1.88986e-12,4.4,4.5,3.8,3.5714285714285716,2.1875,1.1428571428571428,2,184,2,75,24,1.0,7,5,4,4,1,5,1,7,,,,,,,,,,,,,,,,,,5,5,3,4,5,4,5,4,5,4.4,4.5,4.444444444,3.8,3.571428571,2.1875,1.142857143,2,1,4,4,4,3,2,3,3,4,4,3,3,1,3,3,2,3,3,4,4,3,3,3,3,4,4,4,1,3,3,1,4,5.0,6,4,5,5,4,5,4,4,3,4,4,5,4,4.5,4.0,3.923076923,5,5,5,5,5,5.0,5.0,MLRP_9AWHHz59ZFGcquF,CAR03ES,nonEA,31,0,0,0,1,1,0,2,2
CAR21AN,nonEA,-0.019739536108664024,0.807779608823885,0.332133266523562,0.0,29.4045831037743,0.54052456872382,1.62992434193156,0.312393730414898,0.0,22.4408834727139,0.842022962390275,0,1.62947694,0.807803229,0.312369175,0.332113104,-0.019743928,1.06904e-10,3.2,2.25,3.4,2.857142857142857,2.3125,2.7142857142857144,1,185,1,73,26,1.0,1,5,1,6,5,4,1,5,,,,,,,,,,,,,,,,,,2,2,6,3,3,3,1,2,3,3.2,2.25,2.777777778,3.4,2.857142857,2.3125,2.714285714,3,2,2,3,3,3,3,3,4,4,4,4,3,3,3,2,2,3,3,2,3,2,3,3,2,3,2,3,1,3,2,3,4,5.0,3,5,2,5,1,7,1,1,6,6,3,5,3,3.5,3.75,4.0,2,3,2,2,2,2.333333333,2.0,MLRP_eA4CuzUJrZZlDq5,CAR21AN,nonEA,1,0,0,0,0,0,0,0,0
COL19EY,nonEA,0.23410411836693107,81.9172155716698,0.371726959155351,0.0570928708867162,22.4429742724749,0.684002833545597,3.05179356544547,0.605831077522282,0.0,14.2376631677428,0.926556857056714,0,40.46670824,58.14728709,0.584345699,0.429061166,0.155284533,0.042811501,2.4,2.25,5.8,1.0,1.5,1.1428571428571428,2,185,1,77,22,1.0,1,3,1,5,4,5,5,3,,,,,,,,,,,,,,,,,,3,2,2,3,2,3,1,2,3,2.4,2.25,2.333333333,5.8,1.0,1.5,1.142857143,1,2,4,4,4,4,3,3,3,3,4,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,5,5.0,3,2,1,2,6,3,5,5,5,3,6,3,1,4.25,5.0,3.307692308,5,4,4,5,5,4.333333333,5.0,MLRP_8ugfY0o7tvRnFU9,COL19EY,nonEA,29,6,2,1,1,1,0,0,0
Con09rd,nonEA,-0.0004906537139600653,1.4563112032945,0.557250075396828,0.0545773413445671,31.9850615499174,0.487341090761369,0.888982419651918,0.556759421682868,0.0,30.531670273782,0.758647690998912,0,99.32109702,96.12798311,0.6623839,0.512359188,0.150024713,0.114237317,3.2,3.0,4.9,3.4285714285714284,2.375,2.4285714285714284,1,184,1,51,48,2.0,1,5,5,4,2,8,5,3,,,,,,,,,,,,,,,,,,2,5,2,2,5,2,2,2,6,3.2,3.0,3.111111111,4.9,3.428571429,2.375,2.428571429,1,4,4,4,4,4,2,2,3,2,1,2,2,2,3,3,3,3,2,2,2,3,2,3,3,2,3,4,3,3,3,1,3,7.0,5,6,2,6,5,6,5,5,6,6,5,4,3,3.75,5.0,4.153846154,5,4,5,5,5,4.666666667,5.0,MLRP_e9jAzm4AfzXF1Zz,Con09rd,nonEA,16,10,6,3,0,0,0,1,0
COP24HU,nonEA,0.25612399597756397,100.0,0.743876004022436,0.057127254912581,22.4429777074336,0.684002762751341,23.9799760226805,1.0,0.0,7.11069612313289,0.999999999998412,0,52.1319106,1.21025572,0.965801708,0.685054927,0.280746781,3.15241e-12,2.8,1.25,3.8,2.857142857142857,2.0,2.142857142857143,1,82,1,75,24,1.0,1,4,1,6,1,2,5,5,,,,,,,,,,,,,,,,,,1,2,7,2,2,1,1,1,2,2.8,1.25,2.111111111,3.8,2.857142857,2.0,2.142857143,3,2,2,4,3,4,3,2,2,4,3,2,2,2,3,3,3,3,1,3,2,4,3,3,2,2,1,3,2,2,3,7,7,7.0,6,6,5,3,6,7,3,3,7,5,2,5,5,4.0,5.0,4.538461538,5,4,4,4,4,4.333333333,4.0,MLRP_a64W0YsM4KULQnb,COP24HU,nonEA,9,13,9,2,0,3,0,2,0
cou01ta,nonEA,-0.091746106356414,0.848506495963786,0.266638990752264,0.0,27.9041489298461,0.571448410751056,0.474835094320935,0.17489288439585,0.0,32.7317944090085,0.735975489718688,0,0.474727769,0.848280435,0.174848085,0.26661491,-0.091766825,2.86131e-13,5.6,2.75,3.3,4.142857142857143,2.0,2.4285714285714284,2,185,1,79,20,1.0,4,2,1,7,4,1,5,3,,,,,,,,,,,,,,,,,,5,7,3,6,7,2,5,1,3,5.6,2.75,4.333333333,3.3,4.142857143,2.0,2.428571429,3,2,2,3,1,2,3,2,4,4,4,3,3,3,4,4,2,3,4,4,3,4,4,4,4,4,4,2,1,4,3,2,5,7.0,5,1,1,5,7,4,6,7,5,5,7,6,7,5.25,6.25,4.0,5,4,5,5,5,4.666666667,5.0,MLRP_6E8EInWRPEP8fdz,cou01ta,nonEA,11,4,3,3,0,1,2,6,0
CRO15AN,nonEA,0.39849518464397604,1.13624402753639,0.334062505844848,0.0,26.22290298921,0.606098770480633,7.5977864708174,0.732557690488824,0.031294973002001,19.5877752782152,0.871424141271153,0,7.519222402,1.158709611,0.732423703,0.334121102,0.398302602,0.01945283,4.8,4.0,4.9,3.2857142857142856,2.3125,3.2857142857142856,2,185,1,78,21,1.0,1,3,4,6,2,4,1,4,,,,,,,,,,,,,,,,,,5,7,4,5,3,3,2,6,5,4.8,4.0,4.444444444,4.9,3.285714286,2.3125,3.285714286,2,2,4,4,4,4,2,4,4,4,3,4,4,4,1,1,4,2,1,1,1,1,2,1,1,1,3,4,2,4,4,2,2,6.0,1,1,5,2,7,3,7,7,2,2,7,2,5,4.0,4.5,3.615384615,5,4,3,4,5,4.0,4.5,MLRP_3dWwi9ukkoerNg9,CRO15AN,nonEA,22,5,3,0,3,1,1,0,2
DAV19LS,nonEA,0.496685932726207,78.5495493649168,0.427306031045787,0.114237026555521,31.9874996989271,0.487290840683008,100.0,0.923991963771994,0.0285418440121781,16.192547600381,0.906411842224727,0,92.93970599,62.45023138,0.922855989,0.425850076,0.497005913,0.071380198,1.8,4.0,3.5,4.142857142857143,1.625,2.142857142857143,2,185,1,78,21,1.0,1,3,2,5,1,1,6,6,,,,,,,,,,,,,,,,,,2,2,1,1,3,5,2,5,4,1.8,4.0,2.777777778,3.5,4.142857143,1.625,2.142857143,2,1,4,4,3,2,3,3,4,3,4,3,2,4,4,3,2,3,4,4,4,4,4,4,3,3,3,3,1,3,4,3,6,4.0,6,2,4,5,5,4,4,4,5,2,7,4,3,5.0,5.25,3.461538462,4,2,2,2,1,2.666666667,1.5,MLRP_cS9ZaFPFhlNoyUJ,DAV19LS,nonEA,9,7,5,0,0,8,4,1,0
DOM08EZ,nonEA,-0.7374906688365551,100.0,0.738759374018659,0.257092859738187,47.0139985838304,0.1775957632091,78.0872111277201,0.00126870518210387,0.485667488913816,55.6024237747756,0.500294464232961,0,1.96162e-11,99.97287605,0.553276985,0.738720903,-0.185443918,0.25709286,4.6,1.25,3.8,1.0,1.4375,3.142857142857143,2,185,1,80,19,1.0,3,3,1,6,5,2,6,4,,,,,,,,,,,,,,,,,,3,5,5,5,5,1,1,1,2,4.6,1.25,3.111111111,3.8,1.0,1.4375,3.142857143,2,1,4,4,4,4,4,3,4,4,4,4,4,4,3,2,2,4,4,4,4,3,4,4,4,4,3,4,1,4,4,2,7,7.0,3,2,2,6,3,4,5,3,5,3,2,3,2,3.75,3.25,3.923076923,4,4,5,5,5,4.333333333,5.0,MLRP_8e2ACHHCxtoi0tv,DOM08EZ,nonEA,7,5,0,0,0,0,0,0,0
